t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,spent,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
360000,103,23,127,259,81,22,3.505,5,22,4.095,1950,17,3,4517,197696,499,160,0,2295,4350,0,0,190775,17,0,0,0,0,0,0,0,0,0,0,0
380000,94,21,153,244,88,20,3.472,6,21,3.767,2062,17,1,4770,208359,529,170,0,2442,4625,0,0,201014,19,0,0,0,0,0,0,0,0,0,0,0
400000,90,22,114,286,87,20,3.467,5,19,3.863,2172,18,2,5065,219657,557,177,0,2579,4900,0,0,211904,20,0,0,0,0,0,0,0,0,0,0,0
420000,95,20,144,253,94,19,3.31,6,19,3.517,2293,19,0,5325,230554,584,184,0,2722,5190,0,0,222377,20,0,0,0,0,0,0,0,0,0,0,0
440000,97,26,127,262,84,24,3.37,6,18,3.767,2397,20,0,5578,241363,608,191,0,2857,5432,0,0,232820,22,0,0,0,0,0,0,0,0,0,0,0
460000,87,25,153,247,96,22,3.153,6,19,3.538,2519,21,0,5815,252603,636,200,0,2998,5676,0,0,243671,23,0,0,0,0,0,0,0,0,0,0,0
480000,99,17,122,274,97,17,3.263,6,21,3.686,2624,21,1,6079,263077,656,207,0,3140,5906,0,0,253790,23,0,0,0,0,0,0,0,0,0,0,0
500000,119,19,127,247,97,17,3.088,7,20,3.489,2731,22,1,6327,274381,685,214,0,3277,6142,0,0,264744,24,0,0,0,0,0,0,0,0,0,0,0
520000,106,23,131,252,94,23,3.103,6,18,3.331,2850,22,1,6589,286640,713,226,0,3415,6372,0,0,276631,25,0,0,0,0,0,0,0,0,0,0,0
540000,95,21,144,252,97,20,3.197,6,17,3.418,2966,22,0,6837,297038,744,235,0,3559,6613,0,0,286640,26,0,0,0,0,0,0,0,0,0,0,0
560000,98,18,139,257,103,16,3.185,7,20,3.522,3080,22,0,7075,308061,775,244,0,3701,6846,0,0,297292,26,0,0,0,0,0,0,0,0,0,0,0
580000,104,19,136,253,115,16,2.824,6,12,2.977,3205,22,1,7331,319930,809,253,0,3829,7098,0,0,308791,26,0,0,0,0,0,0,0,0,0,0,0
600000,125,22,139,226,90,22,3.08,6,20,3.408,3335,23,1,7581,331647,838,266,0,3993,7373,0,0,320103,26,0,0,0,0,0,0,0,0,0,0,0
620000,89,17,156,250,114,16,3.023,6,18,3.267,3467,23,0,7804,343946,878,282,0,4128,7601,0,0,332022,28,0,0,0,0,0,0,0,0,0,0,0
640000,109,17,127,259,107,17,2.952,5,17,3.217,3583,24,1,8053,355884,901,292,0,4274,7830,0,0,343608,28,0,0,0,0,0,0,0,0,0,0,0
660000,84,17,128,283,111,14,3.152,5,15,3.378,3695,24,0,8308,367387,926,300,0,4404,8036,0,0,354758,29,0,0,0,0,0,0,0,0,0,0,0
680000,132,17,108,255,98,17,3.043,5,14,3.154,3801,25,2,8568,380689,959,308,0,4536,8273,0,0,367732,29,0,0,0,0,0,0,0,0,0,0,0
700000,97,18,127,270,94,17,3.414,6,14,3.387,3909,25,0,8811,392610,996,321,0,4666,8486,0,0,379285,29,0,0,0,0,0,0,0,0,0,0,0
720000,102,24,131,255,82,23,3.438,7,14,3.231,4015,26,0,9051,404148,1022,329,0,4803,8726,0,0,390451,29,0,0,0,0,0,0,0,0,0,0,0
740000,109,14,160,229,102,14,3.241,6,15,3.215,4137,26,2,9278,415211,1050,339,0,4943,8977,0,0,401134,30,0,0,0,0,0,0,0,0,0,0,0
760000,98,22,127,265,99,20,3.109,7,17,3.026,4245,27,0,9530,427513,1070,347,0,5067,9214,0,0,413069,30,0,0,0,0,0,0,0,0,0,0,0
780000,101,11,151,249,109,10,3.244,5,15,3.208,4369,28,0,9765,439706,1097,356,0,5218,9461,0,0,424870,31,0,0,0,0,0,0,0,0,0,0,0
800000,116,22,136,238,85,21,3.311,6,16,3.343,4464,28,1,10011,451073,1136,366,0,5341,9706,0,0,435896,34,0,0,0,0,0,0,0,0,0,0,0
820000,111,23,94,284,80,21,3.515,6,20,3.639,4563,28,1,10262,462378,1166,378,0,5472,9951,0,0,446829,36,0,0,0,0,0,0,0,0,0,0,0
840000,109,17,137,249,91,17,3.472,6,20,3.64,4670,29,1,10508,472959,1191,391,0,5602,10217,0,0,457024,37,0,0,0,0,0,0,0,0,0,0,0
860000,100,23,124,265,88,21,3.312,6,19,3.342,4772,30,1,10765,484609,1224,405,0,5724,10447,0,0,468323,39,0,0,0,0,0,0,0,0,0,0,0
880000,100,17,131,264,92,15,3.551,7,20,3.699,4883,31,2,11016,495200,1249,418,0,5857,10703,0,0,478535,40,0,0,0,0,0,0,0,0,0,0,0
900000,76,23,125,288,89,20,3.55,7,23,3.85,4984,31,3,11283,506586,1276,425,0,5983,10934,0,0,489542,40,0,0,0,0,0,0,0,0,0,0,0
920000,96,26,89,300,80,22,3.52,6,22,3.794,5064,32,1,11536,517177,1305,427,0,6097,11162,0,0,499813,41,0,0,0,0,0,0,0,0,0,0,0
940000,118,23,111,260,88,21,3.156,6,22,3.639,5186,33,0,11795,528239,1330,434,0,6238,11449,0,0,510477,44,0,0,0,0,0,0,0,0,0,0,0
960000,128,28,112,244,77,24,3.257,6,22,3.635,5285,34,2,12042,539350,1359,445,0,6371,11686,0,0,521227,44,0,0,0,0,0,0,0,0,0,0,0
980000,118,13,161,220,106,13,3.084,6,18,3.354,5423,36,0,12283,550419,1391,457,0,6519,11948,0,0,531886,45,0,0,0,0,0,0,0,0,0,0,0
1000000,111,16,139,246,106,15,3.066,6,17,3.526,5542,37,0,12537,562470,1426,468,0,6661,12181,0,0,543563,46,0,0,0,0,0,0,0,0,0,0,0
