t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,spent,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
600000,179,23,192,118,47,17,4.281,9,32,4.527,1829,31,1,7637,212370,2788,1448,0,2665,5341,2138,6486,205797,221,0,0,0,0,0,0,0,0,0,0,0
620000,142,35,195,140,40,28,4.059,11,28,4.421,1891,32,1,7900,220046,2885,1498,0,2748,5532,2216,6708,213238,235,0,0,0,0,0,0,0,0,0,0,0
640000,127,27,205,153,55,22,4.078,11,32,4.548,1954,32,2,8153,226608,2984,1544,0,2848,5694,2297,6940,219574,239,0,0,0,0,0,0,0,0,0,0,0
660000,143,29,207,133,43,19,4.548,11,35,4.801,2012,33,0,8407,234054,3078,1599,0,2941,5898,2364,7160,226795,243,0,0,0,0,0,0,0,0,0,0,0
680000,130,31,192,159,47,21,4.574,11,34,4.726,2070,35,2,8660,240511,3162,1638,0,3025,6064,2446,7377,233029,246,0,0,0,0,0,0,0,0,0,0,0
700000,114,21,224,153,58,20,4.231,12,36,4.717,2132,35,0,8911,248644,3272,1668,0,3109,6228,2535,7611,240936,251,0,0,0,0,0,0,0,0,0,0,0
720000,152,28,193,139,51,24,3.827,8,30,4.423,2186,35,0,9143,256006,3362,1714,0,3187,6439,2588,7800,248102,258,0,0,0,0,0,0,0,0,0,0,0
740000,140,21,196,155,64,16,4.025,9,35,4.728,2261,35,0,9406,262979,3464,1770,0,3275,6607,2657,8015,254865,261,0,0,0,0,0,0,0,0,0,0,0
760000,185,30,183,114,34,25,4.22,10,33,4.623,2317,36,0,9658,270502,3581,1823,0,3384,6825,2713,8228,262165,265,0,0,0,0,0,0,0,0,0,0,0
780000,147,35,195,135,44,23,4.239,10,36,4.654,2385,37,1,9925,278289,3676,1877,0,3465,6998,2779,8443,269731,274,0,0,0,0,0,0,0,0,0,0,0
800000,141,25,197,149,53,16,4.116,9,32,4.539,2435,38,0,10173,284851,3754,1921,0,3552,7148,2838,8633,276111,285,0,0,0,0,0,0,0,0,0,0,0
820000,138,24,188,162,48,17,4.492,11,34,4.694,2490,39,0,10429,291678,3831,1958,0,3632,7320,2908,8846,282725,289,0,0,0,0,0,0,0,0,0,0,0
840000,146,29,183,154,40,21,4.426,11,34,4.638,2539,40,2,10700,299904,3935,2005,0,3724,7514,2967,9060,290731,295,0,0,0,0,0,0,0,0,0,0,0
860000,150,19,183,160,60,15,4.253,9,35,4.825,2611,41,0,10978,307177,4034,2059,0,3814,7713,3043,9290,297780,301,0,0,0,0,0,0,0,0,0,0,0
880000,129,32,198,153,48,23,4.268,10,34,4.66,2664,42,1,11232,314760,4141,2113,0,3901,7899,3114,9504,305136,309,0,0,0,0,0,0,0,0,0,0,0
900000,139,26,191,156,58,19,4.039,9,34,4.641,2724,43,1,11493,321832,4216,2146,0,3984,8085,3174,9730,311988,312,0,0,0,0,0,0,0,0,0,0,0
